bucket,new_verdict,new_conf,new_reason,triage,triage_score,triage_reason,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
sure_wrong,no,0.95,"שם זהה אך מיקומים שונים לחלוטין: בן שמן מול מצפה/מודיעין מכבים רעות - מרחק של ~22 ק""מ. למרות שמדובר בשם ייחודי, הם בשני אזורים גיאוגרפיים שונים לחלוטין. סביר שמדובר בשתי סניפים שונים או בטעות בכתובת בחד מהמערכות.",maybe,0,LLM לא (conf 0.95) · עיר/רחוב לא זוהו כתואמים,5437,no_match,llm-no,דורי על הדרך,"בן שמן (מושב), Israel",32.0852997,34.7818064,ChIJuSnT4BzNAhUR4bC9O05B664,דורי על הדרך,"מצפה, מודיעין מכבים רעות, Israel",31.950908499999997,34.9555542,1.000,22173,OPERATIONAL,food,restaurant,restaurant;point_of_interest;food;establishment,050-531-6333,4.5,78,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: Closed | Sunday: 8:00 AM – 5:00 PM,yes,places/ChIJuSnT4BzNAhUR4bC9O05B664/photos/AaVGc3ljaFGp8WaKAnlL5af2GA_Whi3x2I5sXJbWcy93YlupPAoIinUAvC6ZBuWs-2oy-0c_HaWtwAXM1O2iZisIfA5mDop5YaVK8VmV1A9KKNiEWkgW1BTDDm-KW2nR0pcvnaJBCSYbTeSmrxBRuYRJi3HZQBiuDydgtoESopv1d3aDuVmrtQeohyI41b1oOK0WEXby9UvhBH9hZjNiJYdmqmIfb-g59zzMguY5QRuXpxSxJtNnJrwORAFiXHYLIin2Wz6aW9X5MIGFcFQh76hFxUE3f7wUNWrD8DSvXAZyct7i7PXmR2CKHO8xKRDk5vy3roS0NWGvshfvnD86fdrai3I9R5crVVD0AumtuJEitNPmIgf1-6wTmt-XcS6tAdcH8KOk72ETt76j3QA9zpH7aCPTmsGToLkmgy_tUVkxJFs7AA,Shlomo H,no,0.95,"Same unique name 'דורי על הדרך' (Dori On The Way), but located in different cities: Ben Shemen vs. Mitzpe/Modiin Maccabim Reut. Distance of 22km is too large to be same location. Different settlements despite identical business name.",https://maps.google.com/?cid=12604239786392006881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
still_maybe,uncertain,0,,maybe,0,LLM לא (conf 0.95) · עיר/רחוב לא זוהו כתואמים,5471,no_match,llm-no,ג'וני קריספי,"קריית מלאכי, Israel",31.7469145,34.8225068,ChIJGWKJgWdmAhURCiUJ5hhvmuA,ג'וני קריספי הבלוק,"Reuven Rubin St 7, Be'er Sheva, Israel",31.259093900000003,34.797034200000006,1.000,54297,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-645-1333,4.2,222,Monday: 10:30 AM – 12:00 AM | Tuesday: 10:30 AM – 12:00 AM | Wednesday: 10:30 AM – 12:00 AM | Thursday: 10:30 AM – 12:00 AM | Friday: 10:30 AM – 4:00 PM | Saturday: 6:30 PM – 12:00 AM | Sunday: 10:30 AM – 12:00 AM,yes,places/ChIJGWKJgWdmAhURCiUJ5hhvmuA/photos/AaVGc3kD8S8bYZZp_vhe3p6bIN_A5dyR8Nfpkv9LcvdCAQjn8tEE4t0bX2w2Vd1pELGzil5YaZifl1B4K5lBX50T8pjm150OgSJpLJDg66p6IdJiUtG62moKVlBSXOXA1a7pNq5iARJ7Dyl9FuKVHObSXSqnxaQcupr3lxDEm2vLA4vOWIHctHE-eOr7vzsYjFJuWMLY0p4ADYo_XO6OpwoYkTeA8O0WaQZt4-yFDO0ddEorkhfajy55qO4mBznauTEwkXjIqrZqx4GiBpqmw03MW0uUT8xwrWyNYQ-NyqS6v_KxzBtb3EhX7th2jY6s1r34klH01eiFaNU-KZ1a0ZgvLBiXtZ0utuzCNWkuSysTLg2j4q7PGjaDdxFRwTnhk-bvUN0HgZ1nGhIXFozMxsdLVkCS3KujA2TgiaLual6eLq54cQ,ג'וני קריספי הבלוק,no,0.95,"A is located in Kiryat Malakhi, B is in Be'er Sheva - different cities ~54km apart. Despite matching unique name (Johnny Crispy), they are clearly different physical locations.",https://maps.google.com/?cid=16184370363638555914&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_right,yes,0.85,"קפה מדע (Café Mada) - same unique name in Hebrew/English. Both located in Rehovot in scientific/research institution areas (Science Park vs Weizmann Institute). 1.5km distance is significant but plausible given our data's known inaccuracies with addresses. The Weizmann Institute (מכון ויצמן) is located within or adjacent to Rehovot's Science Park. Same business, different address notation.",maybe,0,סימנים מעורבים,5488,flagged,rule,קפה מדע,"פארק המדע רחובות, Israel",31.9164553,34.8042654,ChIJN2zL7Pu2AhURCNHLcKOhKUY,Café Mada,"מכון ויצמן, הרצל 234, רחובות, Israel",31.904219599999998,34.8096211,1.000,1451,CLOSED_PERMANENTLY,food,restaurant,restaurant;bistro;food;point_of_interest;establishment,08-672-3994,4.1,1028,,yes,places/ChIJN2zL7Pu2AhURCNHLcKOhKUY/photos/AaVGc3ng9Wv9nOY0BOkckSDSxEWDyyb0k80bMNUFm9hQ05GJ8YnvmnaIyWa-QPjPwLYahSCbPaznshBgm72ssmYdWfIlvP1I2Xh3_Ao2q0lBfiXR90o3WI3446WDtgJeOzj6AdsfL5uaZWwC1mbzx_Ux6OvF_870zerktHJh-k1SuFpb1QevMbXlWQwW7nfzB9O5C2qM31kumuBccKzEyOvhDS7wrtQXbLVAJpSaXZuSwdIj5SzHQIPMqoMcuuixHtpWyax7yMJJ07KEVMNGjxo4x2ZEYRkK_mo8iDTmeG1m4r0wZbyEkYo5MNrsXpa-L17vDTuZeGl9dNm0gWSdlxK0rV5x1MQmeUo1GtwmnGs9pksxTWM8n2AefnwG4dA_NnBAJ9R7i-jXuOinvL27UYZv1Z5S3FrEq99PgXoaAs7_K2crrzvR,קפה מדע,,,,https://maps.google.com/?cid=5055749780044239112&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
sure_right,yes,0.95,"שם ייחודי זהה (סופרא), עיר זהה (יבנה), רחוב זהה (הנחשול). ההבדל בנתובים (מספר בית) וב-146 מטר הם טעויות נתונים טיפוסיות בבסיס הנתונים שלנו. מדובר באותו מקום פיזי.",maybe,0,סימנים מעורבים,5494,flagged,rule,סופרא,"הנחשול, יבנה, Israel",31.8631638,34.740915,ChIJ8fjSFV26AhURf2PxhjEKNuQ,סופרא,"HaNahshol St 22, Yavne, Israel",31.8629765,34.739385399999996,1.000,146,CLOSED_PERMANENTLY,food,fast_food_restaurant,fast_food_restaurant;restaurant;food;point_of_interest;establishment,055-660-1575,4.8,8,,yes,places/ChIJ8fjSFV26AhURf2PxhjEKNuQ/photos/AaVGc3k-PI173fCoI7uX1ms3Qpqs-e83UR1YQkSYKRo6Ju6Hcl8RS0iLEVxWlpeQAHiOoM-kU7eWmEk191xKszksKTCyTln1drcKls5VtzcpL-PCNByfyMf6Ea1IksqJq7yKNhA-R50MpWHSixsQEi2hvXFsIx-u2cH6aeBc5fSMjqA9e9xM3RzqP6huWn0FyacAviB1785iew5Xi6zrNpGlStTrKC_ptoVriaM1HsT5hw5Lxv_kJmLgJG5747vGqsF6XlxfCQ3bj4QyGAqSlDvgIbNMgpsPeXov_YH_iaj_AKdORQNKqTTnqZyqGyZNzETRSHPShg2enVit5HmRt3mIRhKCx18HLvIqxM5k5QqJuUXGbAMWXR4SWRolU1860ou-1XNGt_r-C_EXrfVjeJwxVgCn403_EfnG49CUKVifX3V1iA,Natan Hetli,,,,https://maps.google.com/?cid=16444342297223586687&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
sure_wrong,no,0.95,"B is a park (פארק חצרות המושבה), not a restaurant/food business. A is listed as a food establishment (המושבה). Different business types despite name similarity.",maybe,0,LLM לא (conf 0.85) · עיר/רחוב לא זוהו כתואמים,5542,no_match,llm-no,המושבה,"הרצל 192, רחובות, Israel",31.8979548,34.8107816,ChIJGUTtwl63AhUR79c_5j0YXMg,פארק חצרות המושבה,"Rehovot, Israel",31.8922979,34.7932348,1.000,1772,OPERATIONAL,other,park,park;point_of_interest;establishment,,4.5,34,,yes,places/ChIJGUTtwl63AhUR79c_5j0YXMg/photos/AaVGc3nO-G_kzqLXqK-uFfgG5Bn7TexZc9yoBfCSXCUREhPGmh-y0RxOAFTNsncNP8bBPP52q4vlp0r0jW8EJxuByNdK51VkW2nNzIaBvZ6gQ37KJI0xKlzszwSwJbA1toAuAGuoxc3Zsc9HdH0wuT-UDCk1B-iRCKjCiHL2zzdoQlIIxxX9t-tJ-ttY2FsxCZi0jwE5gmyshkCY9nlOjfwsl1X1HDi--eHrdruYzE2HplNZIKx_rtZmhoGnSmAtyeCiXHomWrCo48_Xh0EPe0wb67isns7hVJmPWOoOAkP19E2kKV-G4VukNuAcZ7BBDKmP3rL216CT4EU8gvAyGpf8j8ik1YjkhVgODaRVyndjehPwNWR2QTHlYCLyChTwfsr36gUpZWN98sVTHO60jxhTGG6BGSWiTM8U2zUyeMYxecjZlg,Jess Tocker,no,0.85,"Different business names (המושבה vs פארק חצרות המושבה). B appears to be a park/event venue, A is a restaurant. Large distance (1.7km) despite being in same city. No clear street/address match.",https://maps.google.com/?cid=14437441159577982959&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_right,yes,0.92,"השם זהה בדיוק (בהדונס חומוס = חומוס בהדונס - רק סדר המילים שונה), שניהם בעיר רחובות, וסוג העסק זהה (חומוס). ההבדל בכתובת וב-distance_meters הם שגיאות בנתונים שלנו - הכתובות מתייחסות לאותו עסק בעיר. השם הייחודי חזק וברור מכדי להיות עסקים שונים.",maybe,0,LLM לא (conf 0.95) · עיר/רחוב לא זוהו כתואמים,5556,no_match,llm-no,בהדונס חומוס,"דרך מאיר ויסגל 2, רחובות, Israel",32.0886632,34.8043068,ChIJ9dWwrci3AhURt5ONSZvIqUU,חומוס בהדונס,"Prof. Haim Pekeris St 3, Rehovot, 7670203, Israel",31.9115105,34.8049458,1.000,19699,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,058-796-0499,4.9,43,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 10:00 AM – 4:00 PM,yes,places/ChIJ9dWwrci3AhURt5ONSZvIqUU/photos/AaVGc3k6_YtcZatdznXQXenQu16tncEsAGEFNATNqEdtowZSIFf0boA1ldPj_-UdLkOnkmDpJxBYxJ_uuJbTJAakOby9OsUiNnpqNEUWgvzUITIHFM3CDRarcnaI__-6Y7YKLXdfKVRrFLhVxkVSborbZgaHch89iRJRKS3Rxp9434Nb5_WqNSnk-vy3J1DhbptkaVn5TmpFCoCTFfBnIjd6rXW33cErYZiZMEWqgCNZeKjSq_hNopWZyEhynogzo2DX2nLv89WgIHk4c3YXB_ENV31eR7-l4vgeLZLPHZEWeJFjoqzIlJwTCcYU1yNrnysJG0vGQlzPr1mwN4YmkFJvSWSkRs0iprfcZi5ykSsd7IktHGHmyi0DH6IE39WUF75WZqcrAWqtbeCH6ikuJGbr5aY1KEMg9pHZjZXM7Ev1hmGqIctFyFAH084yCoky73Ii,חומוס בהדונס,no,0.95,"Despite matching name (בהדונס חומוס = חומוס בהדונס, just word order), the streets are completely different: 'דרך מאיר ויסגל' vs 'Prof. Haim Pekeris St', and the distance is ~19.7 km apart, which is far too large to be the same location. These are different addresses in Rehovot.",https://maps.google.com/?cid=5019763828960629687&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_wrong,no,0.85,"שם ייחודי תואם (מאפיית ג'רפי) ועיר תואמת (רחובות), אך הכתובת שונה משמעותית: הרצל 166 לעומת הרצל 68 - הפרש של 98 מספר בית על אותו רחוב. המרחק של 1140 מטרים משמעותי מדי לשגיאת כתובת פשוטה ויעיד על שתי עסקים שונים של אותו שם/בעלים",maybe,0,LLM לא בטוח (0.45) · עיר/רחוב לא זוהו כתואמים,5575,uncertain,llm-uncertain,מאפיית ג'רפי,"הרצל 166, רחובות, Israel",31.894835,34.8116833,ChIJPXzgNQS3AhURd-ZoGspIX-I,מאפיית ג'רפי,"Herzl St 68, Rehovot, Israel",31.885095900000003,34.8154401,1.000,1140,OPERATIONAL,food,bakery,bakery;food_store;food;store;point_of_interest;establishment,08-941-5098,4.9,26,Monday: 8:00 AM – 7:30 PM | Tuesday: 8:00 AM – 7:30 PM | Wednesday: 8:00 AM – 7:30 PM | Thursday: 8:00 AM – 7:30 PM | Friday: 6:00 AM – 3:00 PM | Saturday: Closed | Sunday: 8:00 AM – 7:30 PM,yes,places/ChIJPXzgNQS3AhURd-ZoGspIX-I/photos/AaVGc3lwhn18Dc0aAtQoKy3x_kyGzr_sWFh857tcE8HY9BHY_uJ_C006EdnSPc2oXsZxMqYJAgg1DkxgEscDbKjGPFHuiiEGGpCShfY8jDDzQZeutMBPMQbtCjfb3ocRaEqJ8E98X4SjqqY8tJ_78hQskKWVeZBy6Fgj4VWdUWeKeKWLIRIzIuovXs2dtZ0Vxw90lh5vGEQmUjmqKx4cIBZv-JIDSL79yRslsFdX_aehADZUqmpef3ZW_CZLK-BKBOvEpQcCZfeZ5cw-y9fZkfkb8RVlFFGHmKOQapMRFPDyfy0ZHHr-puyGXXC_2RhTzgeYmNVofNjSdx4CJRUZDi_dvST4vLxIghY_FGy1i5LQKytJlwpJpqbU7vcyTa6RRrpA_H8m6w2DH_qnAM6B249d4Zc7jhGEmLRBIQ-cP4gzcSY4XRk,David Barkan,uncertain,0.45,"Same unique name (Gerafi Bakery) and city (Rehovot), both on Herzl St. However, house numbers differ significantly (166 vs 68) and distance is 1140m, suggesting different locations. Our address data may be incorrect, but the large discrepancy makes this uncertain rather than a clear match.",https://maps.google.com/?cid=16311836408222901879&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,uncertain,
sure_wrong,no,0.95,"שתי ערים שונות לחלוטין: מזכרת בתיה vs קרית אקרון, מרחק של 2.5 ק""מ. למרות ששם העסק זהה, זהו כנראה סניף שונה של שרשרת (רד סאן סושי & ווק). כללי השרשראות דורשים שהרחוב יהיה זהה, ו-Google מצביע על כתובת שונה לחלוטין בעיר שונה.",maybe,0,LLM לא (conf 0.95) · עיר/רחוב לא זוהו כתואמים,5594,no_match,llm-no,רד סאן סושי & ווק,"הגורן 2, מזכרת בתיה, Israel",31.8531351,34.839961,ChIJ9cu5nKK3AhURZbfGfRLIxdI,רד סאן סושי & ווק - בילו סנטר red sun sushi,"King Khasan II St 1, Kiryat Ekron, 7093300, Israel",31.8591003,34.814872699999995,1.000,2461,OPERATIONAL,food,asian_restaurant,asian_restaurant;sushi_restaurant;noodle_shop;fast_food_restaurant;meal_takeaway;korean_restaurant;japanese_restaurant;restaurant;food;point_of_interest;establishment,074-722-3344,4.8,1289,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 3:00 PM | Saturday: 6:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJ9cu5nKK3AhURZbfGfRLIxdI/photos/AaVGc3mF-r60RjP_-XfB9C0t3TsfpEO6iL8gX3VM9cZ7m1do2ORjuOKLIyn2Z2CAgI9y7PK_aXiNiqRTy2DWaV2M7lqt_rOl1HSGow-dVYLNL5hpEGc5f0J4kc3iDiNSYi3NdnqPw57_apAJ50QobHuHYftnqS7w7CZ7iZopVQcW2qKOZFUoJXLb4KNR_wxZ7AWQ911GKoFV4C5ejpYG2pnnw3E5341MJHLYKmXvcaRZ9xQrmbFjz5_3xnUNMBjsJkvokCVbxcy_OQRWpvIWwg-O6FcxPzMGII5sVQ9z_Q1XTLzIGHz0TtZV1lRv0OGDsiQ_xf-PZEZaUv70T07GZDs_IN7JEWdKoyDIBpzZvReJV5_VGIW5XnePeTKS6jNRjvw8eKDMolMsq2UvbjQ7TCfT_LiTtSoh6XsaO3uquCEfPkhiNgY0zjwj0gS6Xyn6xA,רד סאן סושי & ווק - בילו סנטר red sun sushi,no,0.95,"Different cities (Matzrekerot Batya vs Kiryat Ekron), different streets (Hagoren vs King Khasan II), 2.5km apart. Same chain name but different locations.",https://maps.google.com/?cid=15187765300122007397&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_right,yes,0.98,Chain brand 'Cofix' with identical street (Herzl/הרצל) and house number (149) in same city (Rehovot/רחובות). Distance of 12m is negligible and typical coordinate variation. All details match.,maybe,0,רשת באותו שם אבל רחוב אחר — כנראה סניף אחר · עיר/רחוב לא זוהו כתואמים,5600,flagged,rule,cofix,"הרצל 149, רחובות, Israel",31.8955482,34.8110747,ChIJN-smRwS3AhUR-hlurKCPzx8,Cofix,"Herzl St 149, Rehovot, Israel",31.895481399999998,34.8111718,1.000,12,CLOSED_TEMPORARILY,food,cafe,cafe;food;point_of_interest;establishment,,4,152,,yes,places/ChIJN-smRwS3AhUR-hlurKCPzx8/photos/AaVGc3lrCOUbMGI0sC7CZkr82_Gqrc0GpdUVV8bw01WPkG5G-9VREdC8TE5AmGI6PsamZ36-UzPw4QcnjnxaIWt5sctL4NF8Fy5r9y9ZsRvOSLQPBgSWzQCAh7dB27YBpZHqtO-Ei0-yUPgU0dqxbS8KnTgCEqv_rtBUWUaa9eMgN3LJWYEU3k-c8F5eoK_0nmYhrqLFmUNLbwR1Tq_2xH7o2F44joTPHIQBfOkKbZzbC51TnWEwOyNoILjXjm9Ry0J_o_3WINuQjRQGN4diVsFYLjpl8sZ6BVzkoW-QbhaEvhC4_Mi29KLz6RrSDXhvOBuFiDyMUdKEEcBPtJpbEKYnDSSffQiCvI0o1Vq5IYf6kwZYU4cTyO6PIa9Kv5XWwgNSRLsfQxq88NNtLQSdVmv0X14xjKFdfVDWZDxOsYAmdVjIsg,אילנית דהן,,,,https://maps.google.com/?cid=2292208655605307898&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
sure_wrong,no,0.95,"שמות שונים (שוקו קפה vs שוקו וניל), כתובות שונות לחלוטין (נתיב הציפורים בניצן vs מרינה אשקלון בנמל), ומרחק של 10+ ק״מ. למרות ש'שוקו' משותף, התוספות שונות ('קפה' vs 'וניל') וההיכלים בעיר שונים לחלוטין.",maybe,0,LLM לא (conf 0.95) · עיר/רחוב לא זוהו כתואמים,5606,no_match,llm-no,שוקו קפה,"נתיב הציפורים 107, ניצן ב', Israel",31.7401358,34.6414001,ChIJ6UhCzDWcAhURUIs6pB8BI_E,שוקו וניל,"מרינה אשקלון, הנמל 9, אשקלון, Israel",31.682875900000003,34.5574334,1.000,10180,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,052-616-4936,4.3,91,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,yes,places/ChIJ6UhCzDWcAhURUIs6pB8BI_E/photos/AaVGc3mmAACDYrbzM_1XChhasDw61451AgKPhyYr-7dI4GZD3Lllgpx5cO7jfbe_uowe2-I2Asq-pZvEOnTaeOmG38mu2dRPrXHFd3qXvz-crNfDHME411G5v4-w2UHVpO18UWpkiyTrONeE0dLIyi0pa5SEA-THiH93zJfWAQQN_tF10fcCOvV0kBizvtAy5DkloUoTBK-8DKSHQuCaWAQKdV6Ay6a10ofcuRmrS1tVwayZQjxfZnjtEiY0Sxo-AxJXrA49qI8hF1iatfggBlLIHZjOVGPnIolQpA2bVu6lRI_O74qCIVk4EhogLvpYc9cKgpNgvaLB4e959zOPH5eNMBB_PZ1GaIgnOrOsADbT9ap4uFn3HGDMX4d3RzlnKrkP-K0nuulgjdwTconV8vuVZ2yIVASXPxkkW2YLJ0oOaA7LYg,אהוד בן דור,no,0.95,"Different cities (Nitzan vs Ashkelon), 10km apart. Different names (Shoko Cafe vs Shoko Vanilla). Different streets/locations. No clear match despite similar name stems.",https://maps.google.com/?cid=17375733022736419664&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_wrong,no,0.85,"שם שונה משמעותית: 'גוד לייף' לעומת 'קליניקה גוד לייף'. גוגל מציין זה כקליניקה (healthcare), בעוד ש'גוד לייף' בדרך כלל עסק מזון. כתובות שונות לחלוטין (קפרא מנשה vs Ha-Rav Sha'uli) ומרחק של 1038 מטרים בעיר קטנה מצביע על עסקים שונים.",maybe,0,LLM לא (conf 0.85) · עיר/רחוב לא זוהו כתואמים,5609,flagged,llm-no,גוד לייף,"קפרא מנשה 4, רחובות, Israel",31.8901967,34.8159001,ChIJQQaV0wq3AhURy8-3XqtjObc,קליניקה גוד לייף,"Ha-Rav Sha'uli St 3, Rehovot, Israel",31.880862,34.815921599999996,1.000,1038,OPERATIONAL,other,point_of_interest,point_of_interest;establishment,08-945-5099,4,1,,no,,,no,0.85,"Different street addresses (Kafra Menashe 4 vs Ha-Rav Sha'uli St 3) with 1km distance. B's name includes 'קליניקה' (clinic), suggesting it's a medical facility, not a food business. A appears to be a food-related business (unique name 'Good Life'), B is likely a health clinic.",https://maps.google.com/?cid=13202693370292981707&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
still_maybe,uncertain,0,,maybe,0,LLM לא (conf 0.85) · עיר/רחוב לא זוהו כתואמים,5613,no_match,llm-no,הפינה הירוקה,"כרמל 70, רחובות, Israel",31.9069131,34.8203866,ChIJZ8ENtgO3AhURXJRKFIkkrOw,הפינה,"Haim Weizman St 6, Rehovot, 7628102, Israel",31.8991479,34.8113141,1.000,1216,OPERATIONAL,food,coffee_shop,coffee_shop;salad_shop;bakery;cafe;sandwich_shop;food_store;store;restaurant;food;point_of_interest;establishment,054-928-8600,4.3,501,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 7:30 AM – 2:00 PM | Saturday: Closed | Sunday: 8:00 AM – 7:00 PM,yes,places/ChIJZ8ENtgO3AhURXJRKFIkkrOw/photos/AaVGc3nco8FnpMhSvY_rPnAVVOUnPTroqbXQC6t4VcB0syDEdOU77tNFY8m1uTnvf595wO2MuYgoOx2_xWNtj2tRi9IO8W4n60PiVrOa0aM1o1SY2tiuF7T_tagaR5OI3F7tujf99hvQWLt_XQV5eC-Pl7fTCbZL5LK7fEVkX6O_umql1arwTkYMFSNRe0jDuCUCF2MV8GaWXlPwj26nEkaEj_dgnsXEo595Rc1OiNzyZ3jEG4wXkyusngQFn-1IES5SNbUvg3HAHG-QfH7w4VahzOgYhPuBIzvRsGZiJhOs5Yee7jf5JriLF-R0o4OAe8ymyfj_t1oXvSsau89C5IMZBG_ZUP-O93POmjUPx69tycjZUhGi34x91HJHTeCrgsSyWNi3J08qxix8UQZIIoUo1_NR2Ekol7EezyOU8qsGBSAi1oQl,הפינה,no,0.85,"Same city (Rehovot) but different streets (Carmel 70 vs Haim Weizman 6) with 1.2km distance. Names differ significantly ('הפינה הירוקה' = 'Green Corner' vs 'הפינה' = 'The Corner'). While name could be translation variant, the substantial address mismatch and distance rule out same location.",https://maps.google.com/?cid=17054046060114777180&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,no_match,
sure_right,yes,0.95,"שם ייחודי תואם (פורטבלו), עיר תואמת (יבנה), רחוב תואם (הירמוך). הפרש מספרי הבתים (1 vs 2) הוא שגיאת מידע נפוצה במסד הנתונים שלנו. המרחק הקטן (83 מטר) וסוג העסק (מסעדה) מאשרים זהות.",maybe,0,סימנים מעורבים,5643,flagged,rule,פורטבלו,"הירמוך 1, יבנה, Israel",31.8877722,34.731285,ChIJ2TU49X-6AhURKB7KpCvao7M,פורטבלו,"הירמוך 2, בנין, HaYarmuch 1, Yavne, Israel",31.8883922,34.731781999999995,1.000,83,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,08-933-0360,4.5,188,,yes,places/ChIJ2TU49X-6AhURKB7KpCvao7M/photos/AaVGc3nSeU48EisZj71IXnbDoUzu9Fo8q0ISEIHq6QGilGkhMenB7RaMSRctVLn0V8pYvLX66DCqZp3Vm522-OVOcJGxdu-FXrXGqyw00bQs1JT3HLBVriFlOgg5v8J8JNEisaFGUP6rv3FeGDaLY1wP0EwOBlD12Y_SgWGeoeS_HldN6kfvDEP-oOe1DerwnS_exVaCc0Q_6KdOCm9cBYaXo7d4JkA7bG0f8SN2pGyHQsBAGbDv1Sp0ayosHYBKX451dMO6jw5TkvLRba8PV78uPJ7MWtR3rRUS5WTmtb7gSrxAur_f5jxTVHu9V6sO06eBWk0up5VPNBZ9Gp-pK0VyM2tvHruXIlvlatVM3T1xVbRrmXFSwPUWGxUoZObJvVD_qdFQRivRLWinpXACA-yY1-LBANZJok_GcXxjX3IPKmvgaQ,Dotan Harpaz,,,,https://maps.google.com/?cid=12944429634976095784&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,flagged,
